,역명,6시00분,6시30분,7시00분,7시30분,8시00분,8시30분,9시00분,9시30분,10시00분,10시30분,11시00분,11시30분,12시00분,12시30분,13시00분,13시30분,14시00분,14시30분,15시00분,15시30분,16시00분,16시30분,17시00분,17시30분,18시00분,18시30분,19시00분,19시30분,20시00분,20시30분,21시00분,21시30분,22시00분,22시30분,23시00분,23시30분
80,명동역,11.5,10.48,11.42,13.65,21.75,22.3,32.17,32.48,32.42,35.83,38.88,38.15,34.33,38.2,34.9,39.25,32.38,37.15,34.83,41.58,39.98,44.82,44.02,42.4,47.8,42.2,39.83,35.5,36.45,33.1,34.6,31.1,29.25,26.4,27.28,17.2
81,명일역,10.8,13.92,15.92,19.25,26.38,29.22,35.38,33.15,37.08,37.48,37.17,37.17,39.85,41.95,40.9,40.5,38.5,39.38,41.05,41.72,44.82,46.92,43.38,44.22,38.72,35.75,34.1,24.88,26.92,25.58,25.98,25.78,28.4,24.95,18.27,14.77
82,모란역,0.5,1.15,0.9,0.65,0.9,1.3,1.55,1.3,2.0,1.7,1.5,1.8,2.0,2.5,2.95,2.75,2.85,2.85,2.95,3.1,3.4,2.75,3.0,3.65,4.05,4.2,3.4,2.55,2.0,2.65,3.15,2.95,2.0,2.55,1.25,1.35
83,목동역,11.92,10.95,12.45,15.5,20.75,22.55,27.15,27.0,27.12,28.38,28.52,29.52,31.38,31.95,32.95,32.03,31.95,29.83,31.65,32.22,32.85,36.2,35.85,31.92,30.9,27.2,25.22,21.58,20.55,20.82,23.25,20.4,19.35,18.0,15.35,14.35
84,몽촌토성역,13.65,12.42,14.65,15.28,22.32,24.12,30.4,33.12,29.58,29.25,28.92,32.3,31.32,38.25,33.57,38.08,33.7,38.3,36.42,39.9,41.05,41.18,44.9,41.5,40.5,32.48,30.48,27.05,25.1,28.45,27.08,28.33,28.35,20.58,15.18,11.6
85,무악재역,13.45,10.1,12.42,15.58,23.95,25.15,29.12,33.1,30.82,29.3,37.08,30.78,31.92,31.68,30.5,32.47,33.85,32.35,32.1,34.45,38.55,37.98,37.55,36.45,34.28,33.48,26.45,24.15,22.25,26.68,25.98,25.12,24.12,19.7,17.75,11.08
86,문래역,18.7,12.45,13.45,15.8,22.58,27.2,30.58,28.95,34.53,31.58,35.62,40.45,38.08,48.78,44.32,46.18,46.5,43.28,43.9,46.6,54.35,53.38,52.9,52.48,44.32,45.8,38.0,38.25,37.42,35.95,45.58,40.6,41.45,40.0,44.52,21.62
87,문정역,14.55,13.18,14.75,18.02,23.62,29.2,31.95,34.28,35.28,33.88,35.38,36.5,39.88,45.45,43.1,41.88,41.05,44.05,45.6,47.05,51.18,51.62,50.95,47.78,44.25,39.72,35.0,30.05,29.8,31.6,35.97,30.2,31.25,25.35,19.77,14.45
88,미사역,7.93,7.02,7.0,9.25,12.72,16.02,17.95,17.08,20.35,18.55,17.35,18.15,18.27,18.7,19.52,19.15,18.6,18.55,19.12,19.77,20.85,20.75,19.92,19.35,17.62,18.35,15.08,13.38,11.75,11.45,12.48,11.58,12.98,11.98,8.5,9.05
89,미아삼거리역,17.15,15.48,16.32,19.23,26.15,32.9,36.12,33.83,34.65,35.35,33.08,33.25,27.95,32.18,30.7,32.05,29.4,30.15,30.5,32.38,32.02,36.33,35.38,35.12,33.17,35.93,29.3,29.62,25.1,29.52,27.48,28.7,26.68,24.12,23.85,18.7
90,미아역,16.08,14.2,14.85,17.73,24.12,30.4,33.33,33.2,31.9,33.1,30.85,31.32,27.1,29.48,28.78,29.35,27.52,26.92,28.85,28.48,30.58,33.8,35.8,31.2,33.62,31.4,27.52,28.6,24.85,26.25,27.72,24.6,26.12,24.33,21.0,19.58
91,반포역,23.62,15.68,16.48,18.9,23.52,25.92,31.52,33.48,31.85,32.53,33.95,41.05,36.88,39.8,40.38,39.83,35.83,41.22,39.12,42.75,44.22,53.9,44.53,46.95,39.12,37.05,32.78,28.8,29.58,29.92,29.0,27.58,26.67,24.5,20.98,12.92
92,발산역,7.3,5.58,5.68,6.65,9.07,10.28,11.82,12.62,12.0,12.8,13.25,13.8,15.22,15.35,16.55,16.25,16.7,16.7,17.42,17.8,17.85,19.62,18.0,17.08,16.4,13.6,13.7,10.78,10.75,10.4,10.38,10.1,11.62,9.05,7.93,5.75
93,방배역,20.23,16.82,17.95,19.5,28.1,33.3,40.6,41.92,41.18,39.83,40.67,46.18,43.15,46.08,51.68,51.02,45.48,50.05,48.1,47.35,58.95,59.3,51.25,51.68,49.82,47.65,41.12,35.72,39.02,40.35,44.85,43.53,41.03,41.1,28.7,30.05
94,방이역,10.85,8.45,12.6,16.35,21.25,20.38,26.0,22.1,26.22,25.45,23.6,26.38,28.4,30.72,36.15,30.22,27.38,27.2,30.35,30.0,32.78,31.8,35.9,25.42,29.98,24.88,22.48,18.35,17.02,23.45,21.1,20.72,21.02,14.42,15.58,7.6
95,방화역,0.68,0.68,0.65,0.92,1.1,1.27,1.62,1.5,1.68,1.42,1.67,1.72,1.58,1.52,1.45,1.5,1.27,1.3,1.1,1.23,1.4,1.2,1.27,0.92,0.98,0.73,0.65,0.45,0.45,0.32,0.35,0.22,0.43,0.25,0.15,0.12
96,버티고개역,8.43,7.48,8.18,9.38,13.22,15.18,17.3,18.75,20.25,21.4,21.3,25.22,25.55,27.85,26.48,29.55,24.9,29.35,27.15,30.82,31.25,33.65,32.4,32.62,28.05,26.38,21.92,18.48,20.02,17.15,21.28,20.38,19.98,17.65,17.95,11.32
97,별내별가람역,2.2,5.05,5.05,6.9,9.65,9.7,13.4,7.85,14.75,12.9,14.25,11.5,13.1,10.95,12.4,14.65,12.15,11.75,11.4,14.25,14.55,13.05,14.3,17.55,11.7,7.1,9.6,7.8,8.5,8.75,9.05,8.3,6.8,7.85,7.1,6.0
98,보라매역,16.23,13.18,13.15,14.62,19.35,23.38,27.37,24.62,24.95,24.98,25.7,25.28,27.28,28.12,28.32,27.05,27.78,28.12,28.48,29.95,31.5,34.65,33.3,30.02,27.12,26.02,21.98,20.05,19.9,20.72,21.3,21.5,18.85,18.75,16.18,9.4
99,보문역,11.28,11.38,13.05,15.88,21.25,23.67,27.25,26.17,29.2,27.42,28.3,31.8,33.75,34.15,35.38,35.95,33.25,32.22,33.42,33.67,36.67,36.05,38.1,36.22,32.42,31.62,24.98,22.25,21.4,20.78,23.8,25.42,21.85,20.27,20.7,16.7
100,복정역,9.32,8.65,9.62,12.25,16.42,18.55,23.3,23.88,24.0,23.05,24.88,24.72,26.58,29.55,27.92,27.62,26.67,27.12,29.5,29.95,32.92,32.98,30.05,31.33,25.92,24.55,21.58,18.73,17.65,18.38,21.95,19.73,18.05,16.55,13.8,11.28
101,봉천역,19.55,16.5,16.2,18.45,25.8,30.62,36.8,37.52,37.35,34.67,33.68,41.7,36.62,38.9,46.2,42.8,37.05,44.9,37.67,38.95,51.8,53.5,40.72,45.7,43.65,40.3,33.88,34.12,32.5,30.68,38.75,34.93,36.48,38.43,32.2,24.33
102,봉화산역,1.75,2.1,2.05,2.75,3.22,3.85,4.75,4.6,4.78,4.18,3.88,4.55,4.55,5.2,4.6,3.8,4.18,4.15,3.55,4.1,3.53,3.5,4.65,4.18,3.6,3.05,1.98,2.0,2.17,1.6,1.9,1.45,2.22,1.25,1.02,0.65
103,불광역,13.38,9.02,10.3,13.9,18.75,23.28,25.0,27.15,25.75,29.32,29.52,26.52,26.02,27.38,27.3,27.75,28.3,28.9,26.72,29.2,31.5,34.4,31.4,31.6,28.42,27.02,22.92,21.02,19.08,20.18,23.15,20.92,19.8,17.15,15.4,9.82
104,사가정역,25.42,20.95,23.28,27.9,34.4,38.97,45.3,40.62,41.15,38.52,38.5,41.18,39.83,42.05,43.38,42.35,41.45,39.92,40.88,46.22,45.5,50.95,52.4,47.9,43.8,40.62,35.28,30.72,30.25,31.92,34.0,30.35,30.3,25.38,24.8,17.7
105,사당역,19.05,17.18,18.73,18.7,28.58,35.67,39.33,43.48,41.05,40.5,37.83,48.7,42.28,42.0,55.98,47.8,42.75,53.12,43.28,47.35,59.72,60.03,51.55,50.98,50.38,49.68,40.62,38.25,38.55,38.3,45.25,45.15,43.1,41.38,30.6,30.8
106,산성역,7.22,6.72,7.35,9.83,12.28,13.52,15.85,16.0,15.25,14.5,15.15,15.32,16.4,17.08,18.15,17.73,16.12,16.75,17.05,18.42,20.0,19.05,18.75,17.98,16.98,14.75,13.68,11.58,11.02,11.08,14.05,12.65,11.85,10.62,9.6,7.22
107,삼각지역,10.72,7.18,8.57,11.08,14.27,17.52,23.92,23.8,25.8,25.3,30.0,27.85,26.33,31.3,30.95,31.48,30.15,30.15,31.05,33.52,36.02,37.95,36.92,37.08,33.3,32.83,25.75,24.48,22.2,21.15,24.25,23.9,24.92,22.0,21.42,15.25
108,삼성역,9.45,8.57,8.85,10.07,14.45,17.12,20.85,20.85,21.28,22.08,24.67,27.92,28.82,32.08,33.25,35.57,34.22,35.85,39.38,42.0,45.97,47.25,44.55,39.55,40.17,38.67,32.92,27.65,30.5,36.28,33.9,33.17,31.15,20.98,20.78,16.2
109,상계역,4.85,2.55,1.65,2.1,3.55,2.65,4.45,4.95,2.65,5.05,4.45,2.15,4.2,4.4,3.25,4.0,4.8,4.85,3.85,5.8,6.8,4.05,10.75,5.45,6.95,6.9,7.0,5.75,8.85,6.65,7.25,4.7,5.45,7.35,5.3,4.7
110,상도역,18.18,15.62,14.3,16.55,22.48,24.85,31.65,29.82,27.98,27.15,29.6,29.08,32.78,33.75,33.0,30.05,31.05,31.98,30.2,32.12,39.55,42.42,35.05,34.1,31.05,28.42,23.35,22.42,22.32,22.42,25.1,22.38,20.9,19.5,16.98,10.25
111,상봉역,20.38,17.73,19.35,23.8,30.2,34.42,38.62,37.8,36.62,33.78,34.85,36.4,34.88,38.38,38.22,35.75,36.62,35.55,35.8,39.17,42.12,46.22,45.5,41.88,38.65,35.55,30.25,27.55,25.85,28.15,29.22,25.7,26.38,21.2,21.6,19.52
112,상수역,7.98,5.98,7.78,8.82,11.9,12.98,15.88,17.15,17.4,18.0,17.75,19.7,20.98,25.38,23.28,23.8,22.98,23.52,24.12,26.75,26.78,29.38,28.9,28.62,24.88,23.02,20.62,17.5,18.1,17.42,19.55,19.3,23.05,20.32,17.33,10.73
113,상왕십리역,11.35,9.8,11.4,14.48,22.9,22.88,28.2,30.42,26.32,32.8,37.45,41.38,41.88,50.7,45.8,46.45,44.92,48.65,51.02,60.5,49.05,55.6,55.48,48.28,47.12,45.85,43.08,36.45,34.7,33.55,37.67,37.05,36.4,33.28,29.5,27.08
114,상월곡역,7.35,7.65,8.82,11.3,16.1,18.18,19.68,19.23,20.05,19.52,19.18,20.18,21.48,22.72,24.68,23.6,22.83,21.72,20.27,21.45,22.85,23.08,23.78,22.42,22.45,20.38,16.08,14.45,13.08,13.8,14.65,15.12,13.22,11.95,12.15,9.65
115,상일동역,7.9,11.98,11.6,14.22,19.55,24.92,28.58,24.55,31.25,29.52,28.3,28.75,30.5,31.3,31.0,29.28,28.48,29.5,30.32,30.98,32.33,34.67,31.65,31.62,29.25,25.15,23.5,17.75,18.98,18.3,19.82,17.38,19.9,17.2,13.78,9.8
116,새절역,8.3,7.82,10.12,12.95,16.95,19.58,22.98,25.5,24.02,22.95,21.45,22.15,23.65,25.98,24.35,24.88,24.32,25.0,24.18,25.08,26.42,29.88,27.42,26.82,24.28,21.62,19.12,17.52,15.35,15.38,15.58,16.08,19.6,18.48,12.68,9.57
117,서대문역,9.28,8.07,9.95,10.28,14.48,16.38,20.52,22.75,22.38,25.85,28.12,29.9,30.32,33.95,34.15,33.8,34.5,37.05,37.12,37.95,39.45,42.38,40.7,38.05,35.28,28.22,23.92,22.0,20.38,22.45,22.78,18.23,18.62,16.4,14.38,8.5
118,서울대입구역,19.48,17.65,17.42,20.05,27.4,32.88,39.52,38.9,40.65,36.3,35.92,43.98,39.05,41.35,49.15,44.65,38.95,45.82,41.1,40.85,55.38,56.0,42.62,48.38,45.7,41.85,36.12,33.92,34.22,34.42,39.88,37.7,40.48,36.3,33.65,27.33
119,서울역,10.15,9.38,8.9,10.15,18.0,19.7,25.72,27.75,30.28,30.08,34.05,33.8,31.95,39.98,37.83,38.05,36.92,39.78,38.75,38.35,37.25,38.2,37.75,39.62,38.0,34.5,30.48,28.45,27.85,24.02,26.75,23.9,23.8,22.3,23.33,18.25
120,서초역,18.55,16.55,16.75,19.33,28.0,33.62,42.22,38.9,40.35,40.67,41.55,46.98,44.22,46.45,53.02,52.8,44.75,49.78,49.0,48.85,60.08,59.4,52.42,52.6,49.8,48.53,42.7,37.5,38.05,41.7,45.55,43.35,41.52,40.42,31.12,22.85
121,석계역,6.2,7.45,7.48,10.12,13.3,15.35,17.73,16.92,18.08,17.35,16.65,17.75,19.85,19.62,21.45,19.55,19.27,18.98,17.8,19.48,20.48,21.58,22.3,19.65,18.23,17.27,14.73,12.05,11.68,12.08,12.55,13.52,11.8,10.1,10.8,9.12
122,석촌역,15.85,15.05,18.75,19.2,27.63,31.05,34.78,38.6,39.72,40.45,40.0,42.55,43.1,51.97,50.6,49.45,46.53,51.7,50.88,56.5,56.6,58.72,59.98,56.13,54.35,45.42,44.18,35.72,36.88,40.6,42.72,38.9,39.05,28.5,25.95,17.4
123,선릉역,11.52,9.9,11.08,11.82,17.08,22.1,28.28,26.35,29.8,28.82,33.67,35.3,36.12,39.75,39.88,41.95,39.53,40.45,42.68,43.05,48.75,48.47,47.3,42.38,42.62,40.58,34.47,28.98,31.22,34.88,34.1,33.95,34.28,24.17,22.42,15.48
124,성수역,7.32,6.82,7.75,10.42,15.4,16.75,18.18,21.1,20.75,21.98,27.35,31.52,28.67,34.22,33.15,31.85,32.92,32.85,36.25,43.95,37.98,36.62,41.52,37.12,40.75,36.9,33.75,30.98,28.1,28.0,32.45,29.4,30.25,25.85,27.2,30.45
125,성신여대입구역,19.08,16.6,17.27,21.28,31.08,35.67,41.75,38.4,41.2,41.42,40.5,38.93,33.8,40.22,36.1,37.8,33.42,38.25,33.9,40.25,37.53,42.0,45.03,44.48,42.08,37.4,35.0,34.88,32.48,31.32,37.25,32.88,30.55,28.72,31.38,21.55
126,송정역,6.38,4.42,4.5,5.07,7.4,8.07,9.18,10.02,9.65,10.05,10.78,10.7,10.95,11.5,12.02,11.7,11.8,11.45,11.9,12.12,12.2,13.42,13.12,11.77,11.32,9.78,9.48,7.45,7.25,6.7,6.5,6.15,7.17,5.43,4.85,2.38
127,송파역,16.85,15.35,18.5,20.17,28.75,32.62,37.52,41.9,42.18,43.72,42.2,46.4,46.4,55.65,53.03,50.98,48.4,53.35,52.28,58.12,58.3,59.85,61.05,56.25,51.88,45.9,42.55,35.6,35.5,37.4,40.52,35.22,36.48,30.17,23.42,16.62
128,수락산역,6.4,6.1,6.82,8.7,10.7,12.85,14.05,15.52,13.6,13.35,12.78,12.92,11.88,12.73,12.73,13.1,13.32,13.2,15.35,14.58,16.08,15.68,15.38,12.5,12.98,10.28,9.18,8.02,7.48,7.28,8.55,7.2,6.62,5.62,5.38,4.68
129,수서역,4.3,3.7,3.72,4.55,6.65,8.82,8.38,9.5,9.55,10.35,8.9,10.48,10.12,11.32,12.32,9.6,8.8,9.5,10.5,11.12,13.48,10.9,12.9,11.1,10.62,8.88,7.22,6.2,7.5,6.57,7.22,6.65,5.52,8.23,4.6,5.07
130,수유역,15.5,13.68,14.05,17.08,22.72,28.85,30.8,32.75,30.18,32.2,29.75,27.55,26.52,27.48,27.75,26.88,24.55,26.02,27.02,25.68,28.02,30.08,32.62,28.08,30.9,27.58,24.25,24.95,21.2,23.15,23.8,20.8,22.92,20.8,18.32,17.05
131,수진역,2.85,3.0,2.75,3.1,4.05,5.15,6.4,6.55,6.4,5.45,5.25,5.35,5.65,6.75,6.9,6.7,6.95,5.95,6.45,7.25,7.2,6.5,5.75,6.55,6.25,5.95,5.0,3.8,3.3,3.3,3.65,3.45,2.5,2.75,1.65,1.75
132,숙대입구역,10.4,6.82,7.6,10.45,14.2,16.17,22.52,22.58,24.72,24.4,27.78,28.22,25.95,28.05,25.55,26.88,26.12,27.15,25.15,29.82,28.65,31.82,30.55,31.98,32.12,29.67,24.82,24.02,21.55,20.9,22.65,18.98,19.92,17.4,18.92,14.58
133,숭실대입구역,19.08,16.12,15.32,16.35,25.12,29.32,31.98,31.2,30.35,29.0,31.0,33.1,36.17,37.2,35.52,32.52,32.12,34.28,32.22,35.15,37.5,44.78,38.53,36.17,32.45,30.68,24.12,24.18,23.3,23.85,26.65,23.6,21.92,21.28,17.9,11.12
134,시청역,10.2,9.4,9.22,11.18,18.2,21.02,22.6,26.02,25.3,28.12,32.15,35.33,40.83,48.6,39.28,43.42,45.05,41.92,44.8,53.58,45.25,56.32,51.25,51.0,46.75,44.78,42.7,36.7,36.02,38.33,36.47,38.58,39.45,34.92,42.5,21.2
135,신금호역,11.32,8.88,11.9,13.18,16.95,19.45,23.4,25.75,26.62,27.52,28.9,30.22,31.67,35.0,34.78,34.2,32.0,35.48,35.42,36.2,37.78,41.98,38.75,36.52,32.9,27.98,24.12,22.38,21.42,23.55,23.88,20.85,21.62,18.53,16.12,10.88
136,신길역,10.2,9.68,11.55,13.3,18.88,19.73,25.18,24.62,26.58,26.75,28.3,29.45,30.2,34.8,34.03,33.55,33.12,33.9,32.05,33.0,35.12,37.83,37.08,35.03,31.98,26.75,24.95,20.9,19.65,21.0,23.08,19.32,18.68,16.08,15.82,12.98
137,신내역,0.75,1.9,1.35,2.42,4.0,4.0,4.72,4.82,5.32,4.75,5.45,6.22,5.43,5.48,5.55,5.55,5.05,5.07,4.62,4.47,4.0,5.38,8.38,4.95,5.5,5.02,3.58,3.22,3.08,2.3,1.8,1.38,1.8,1.23,1.05,0.72
138,신답역,4.65,4.53,4.97,4.3,6.8,9.35,8.3,10.58,9.88,11.52,11.32,13.02,14.08,15.3,16.02,15.22,13.75,13.98,13.38,14.28,15.12,14.7,16.6,14.0,13.55,9.0,8.18,7.3,6.08,6.5,6.28,6.92,7.3,6.57,4.78,2.48
139,신당역,11.38,9.92,11.3,14.35,22.8,23.08,29.18,30.52,27.0,33.08,37.4,40.7,43.42,49.9,45.88,46.8,46.22,48.48,50.95,60.53,48.85,56.97,55.65,50.18,46.75,44.35,44.62,36.2,35.12,33.67,38.2,35.88,36.72,33.35,29.15,26.72
140,신대방삼거리역,16.98,14.32,14.0,16.7,21.52,25.02,29.75,27.33,25.62,26.62,27.22,27.08,28.78,30.72,29.6,28.25,29.05,29.3,28.48,30.62,32.15,35.7,32.22,31.85,27.45,26.02,22.25,20.72,19.38,20.08,22.35,21.65,18.75,18.7,16.65,9.65
141,신대방역,18.55,13.82,14.15,15.62,25.2,25.5,31.75,33.98,33.65,31.22,31.88,37.85,34.5,36.0,41.88,40.6,34.22,40.65,35.85,36.35,47.42,46.95,42.68,40.28,37.67,40.38,29.95,31.88,29.98,27.4,33.33,31.65,32.85,37.0,29.0,27.35
142,신도림역,15.75,12.72,14.75,17.45,26.57,30.08,33.25,30.55,36.22,34.75,38.2,44.85,39.88,49.5,47.42,46.3,43.68,45.15,39.33,46.05,42.3,52.7,45.35,46.7,37.42,42.32,30.05,33.65,32.0,30.6,34.88,32.67,30.1,29.25,34.45,13.0
143,신림역,19.52,15.82,15.8,18.25,26.55,29.85,35.62,37.2,37.35,32.58,33.95,40.6,36.7,37.4,45.3,41.9,35.62,42.9,37.38,37.2,51.02,48.12,41.32,40.55,38.02,39.78,29.28,31.02,29.98,26.68,34.05,31.5,33.28,36.22,28.42,21.45
144,신사역,11.0,10.3,9.02,12.5,16.62,24.12,25.98,28.4,27.9,30.15,38.12,36.78,35.78,39.0,38.92,40.2,39.2,41.25,41.32,42.98,46.38,49.38,48.9,45.88,44.75,36.38,32.17,27.0,29.62,32.0,30.58,28.7,28.3,22.88,17.62,11.02
145,신설동역,11.92,8.72,9.35,11.3,16.73,16.7,19.05,21.1,24.55,23.0,22.15,24.25,30.55,33.62,32.35,30.82,31.75,34.33,33.78,33.1,24.92,32.22,36.52,28.92,25.62,22.7,18.35,18.8,20.27,13.95,15.78,16.82,19.23,13.02,9.52,11.1
146,신용산역,11.12,7.07,7.52,10.65,14.45,16.55,23.45,24.12,25.78,26.12,30.85,28.08,26.1,29.0,26.52,27.45,27.35,26.78,28.22,29.35,31.28,32.45,31.6,33.68,33.83,32.38,27.17,25.85,22.52,22.65,24.92,21.35,21.4,18.58,21.28,15.9
147,신정네거리역,8.38,7.8,6.05,7.82,11.12,12.02,13.35,15.6,15.22,14.18,14.78,15.62,14.82,15.2,16.23,15.35,16.58,14.45,14.3,15.82,15.82,16.18,16.4,15.5,15.27,11.82,10.88,9.85,9.65,8.7,9.18,9.55,8.78,9.28,8.38,3.92
148,신정역,11.15,10.35,11.3,14.3,18.95,21.58,25.67,25.35,24.75,26.12,25.88,27.35,28.38,29.67,30.22,29.1,29.28,27.58,28.65,28.9,29.9,33.7,31.08,28.92,28.08,25.4,23.02,19.2,18.48,19.12,19.98,18.15,17.38,15.8,14.18,12.75
149,신촌역,10.45,9.25,9.45,11.98,17.52,19.68,21.7,22.62,25.85,28.6,30.8,33.83,39.45,47.12,38.03,43.72,46.72,38.02,43.5,50.48,45.85,51.32,50.7,50.28,40.83,43.92,41.88,35.72,37.92,36.42,42.35,39.42,44.52,40.42,38.08,23.9
150,신풍역,16.52,13.18,13.35,14.3,20.65,24.38,26.68,24.8,25.55,24.17,24.98,25.55,27.2,28.02,27.98,27.95,26.52,26.2,28.0,29.32,29.38,34.05,32.28,29.38,26.0,25.25,21.38,19.48,19.2,19.62,20.92,19.7,18.8,18.27,16.55,9.93
151,신흥역,3.9,3.85,3.7,4.8,6.2,7.4,8.38,8.2,8.02,7.55,7.92,7.05,8.2,8.85,9.22,9.02,8.78,8.23,8.2,9.15,9.12,9.05,8.95,9.15,8.2,7.22,6.35,5.22,4.55,4.75,5.68,4.8,4.2,4.23,3.02,3.08
152,쌍문역,14.8,11.6,12.0,15.58,21.08,25.45,29.08,29.82,26.05,29.78,26.58,24.0,24.4,24.08,26.02,22.3,22.82,22.12,23.2,22.65,26.65,25.08,29.2,24.52,28.25,21.68,21.82,21.4,18.17,19.8,20.22,16.82,19.32,17.88,15.3,14.98
153,아차산역,18.9,14.82,16.88,21.0,28.02,31.32,35.65,37.43,38.6,37.35,38.83,42.15,41.9,46.03,47.5,43.1,44.25,46.62,48.0,49.62,53.88,55.65,55.45,49.9,47.4,36.62,34.42,31.55,29.02,35.28,33.83,34.0,29.2,27.12,20.92,18.92
154,아현역,10.28,9.15,10.15,12.08,18.85,22.05,23.92,25.4,27.65,28.78,32.55,36.95,42.3,48.85,39.43,46.78,46.75,39.15,44.3,52.8,45.7,53.78,50.05,52.28,43.18,44.18,41.98,35.8,36.55,34.78,40.28,37.45,41.55,37.8,39.85,24.08
155,안국역,12.18,10.9,11.98,17.02,23.2,27.68,32.83,39.62,35.9,37.22,38.58,39.72,40.0,43.08,40.5,43.95,43.52,47.15,45.38,49.15,52.7,53.65,58.18,53.35,48.85,44.02,37.6,30.33,30.35,33.1,32.42,29.28,30.05,23.72,19.42,10.4
156,안암역,9.35,9.55,10.5,13.62,19.32,21.32,24.22,23.8,25.4,24.75,24.4,27.0,28.83,29.42,31.02,31.95,30.32,29.1,30.0,30.48,32.33,32.25,34.55,32.83,29.42,28.28,22.0,20.2,18.73,19.5,22.1,22.58,19.77,18.5,19.27,14.98
157,암사역,3.38,2.78,3.8,4.25,6.28,6.45,8.15,7.15,7.2,6.85,6.52,6.57,7.07,7.2,7.02,7.12,6.28,6.52,5.72,5.4,5.8,5.7,5.78,4.7,4.03,3.58,2.52,2.35,2.55,2.12,1.85,1.75,1.45,1.08,0.92,0.65
158,압구정역,11.85,11.32,9.9,12.9,18.5,22.98,27.95,28.33,29.78,31.52,39.52,38.67,37.48,43.0,41.65,42.1,43.08,42.85,44.53,49.28,50.95,53.15,53.95,50.3,51.38,41.0,35.65,30.52,31.6,37.95,32.98,28.58,32.02,23.65,17.25,13.75
159,애오개역,9.4,8.57,10.48,10.92,14.92,17.83,21.8,23.75,23.68,26.68,28.95,30.72,31.58,34.98,35.28,35.17,34.62,37.65,36.42,37.78,40.12,42.38,41.62,38.38,34.72,29.28,24.1,21.98,20.8,22.2,23.6,18.4,18.52,16.3,14.9,9.3
160,약수역,11.48,9.35,9.78,11.98,17.62,24.98,30.25,28.52,30.3,31.2,36.08,35.97,34.98,39.0,34.47,40.58,40.5,36.92,40.35,41.22,40.2,50.15,45.62,41.68,42.58,36.17,26.98,26.88,25.5,29.18,24.85,23.12,24.8,19.67,20.0,12.95
