상가유형,호선,역명,면적(제곱미터),계약시작일자,계약종료일자,월임대료,사업진행단계
개별(일반),1호선,서울역,33.0,2019-06-20,2024-06-19,380100.0,0
네트워크,1호선,서울역,12.0,2023-01-16,2028-05-16,3225582.0,0
개별(일반),1호선,시청역,29.73,2022-08-02,2027-08-02,3166600.0,0
개별(일반),1호선,시청역,57.6,2020-02-01,2025-01-31,1858300.0,0
개별(일반),1호선,시청역,25.0,2020-12-31,2026-01-30,2470600.0,0
네트워크,1호선,시청역,25.0,2021-06-03,2026-08-02,4145884.0,0
개별(일반),1호선,시청역,14.0,2017-09-19,2024-11-17,1805400.0,0
개별(일반),1호선,시청역,22.0,2020-09-18,2025-10-18,2613800.0,0
공실,1호선,종각역,36.85,,,,1
개별(일반),1호선,종각역,18.64,2023-02-09,2028-03-11,3471600.0,0
네트워크,1호선,종각역,29.3,2022-06-09,2027-06-08,6558547.0,0
임대진행,1호선,종각역,30.7,,,,5
개별(일반),1호선,종각역,11.0,2021-10-06,2026-11-05,2450000.0,0
개별(일반),1호선,종각역,12.0,2021-08-23,2026-09-22,5680000.0,0
임대진행,1호선,종각역,42.0,,,,4
개별(일반),1호선,종각역,23.14,2022-08-08,2027-09-07,2310000.0,0
공실,1호선,종각역,16.15,,,,1
공실,1호선,종각역,21.82,,,,1
개별(일반),1호선,종각역,19.14,2022-08-08,2027-09-07,4330000.0,0
공실,1호선,종각역,29.62,,,,2
개별(일반),1호선,종각역,29.4,2020-02-24,2025-03-25,8130000.0,0
개별(일반),1호선,종로3가역,23.4,2018-10-23,2023-11-21,2260000.0,0
개별(일반),1호선,종로3가역,17.6,2021-08-13,2026-09-12,3550000.0,0
네트워크,1호선,종로3가역,18.05,2022-10-21,2028-02-18,2261006.0,0
개별(일반),1호선,종로3가역,26.0,2018-08-14,2023-09-12,4350000.0,0
공실,1호선,종로3가역,63.95,,,,2
개별(일반),1호선,종로5가역,25.13,2021-09-03,2026-10-03,5310000.0,0
개별(일반),1호선,종로5가역,16.16,2021-09-02,2026-10-02,4110000.0,0
공실,1호선,동대문역,28.48,,,,2
개별(일반),1호선,동묘앞역,17.7,2020-10-19,2025-11-18,3550000.0,0
개별(일반),2호선,을지로입구역,85.1,2019-06-01,2024-05-31,2900000.0,0
개별(일반),2호선,을지로입구역,16.7,2021-08-19,2026-08-19,14500000.0,0
개별(일반),2호선,을지로입구역,17.2,2022-06-07,2027-06-07,15450000.0,0
개별(일반),2호선,을지로입구역,17.2,2019-10-15,2024-11-13,14993000.0,0
개별(일반),2호선,을지로입구역,16.7,2019-12-12,2025-01-10,14403100.0,0
개별(일반),2호선,을지로입구역,33.9,2021-06-07,2026-07-07,8176600.0,0
개별(일반),2호선,을지로입구역,32.51,2021-01-04,2026-02-03,12350000.0,0
개별(대형),2호선,을지로입구역,32.2,2023-02-27,2028-05-28,1061604.0,0
개별(일반),2호선,을지로입구역,17.6,2021-01-04,2026-02-03,6150000.0,0
임대진행,2호선,을지로입구역,19.47,,,,4
개별(대형),2호선,을지로입구역,180.0,2023-02-27,2028-05-28,44049396.0,0
개별(대형),2호선,을지로입구역,,2023-02-27,2028-05-28,,0
개별(일반),2호선,을지로입구역,26.82,2020-12-21,2026-01-20,5600000.0,0
개별(일반),2호선,을지로입구역,75.95,2017-11-07,2024-12-06,16177400.0,0
네트워크,2호선,을지로입구역,16.0,2021-02-01,2026-06-01,4964659.0,0
네트워크,2호선,을지로입구역,40.0,2021-06-03,2026-08-02,5081616.0,0
네트워크,2호선,을지로입구역,19.0,2018-11-27,2024-01-25,1914866.0,0
임대진행,2호선,을지로입구역,76.0,,,,3
개별(일반),2호선,을지로3가역,16.2,2020-10-14,2025-11-13,823300.0,0
개별(일반),2호선,을지로3가역,16.2,2020-11-02,2025-12-02,603600.0,0
개별(일반),2호선,을지로3가역,11.5,2022-07-28,2027-07-27,636000.0,0
개별(일반),2호선,을지로3가역,11.5,2019-04-02,2024-05-01,816600.0,0
개별(일반),2호선,을지로3가역,26.0,2019-04-02,2024-05-01,1259100.0,0
개별(일반),2호선,을지로3가역,13.0,2022-02-21,2027-03-23,905000.0,0
개별(일반),2호선,을지로3가역,18.96,2020-11-26,2026-01-10,450000.0,0
개별(일반),2호선,을지로3가역,27.9,2022-10-14,2027-11-13,1645000.0,0
개별(일반),2호선,을지로4가역,22.84,2022-04-01,2027-04-01,1040000.0,0
개별(일반),2호선,을지로4가역,23.2,2022-07-28,2027-07-27,501000.0,0
개별(일반),2호선,을지로4가역,14.9,2021-06-16,2026-07-16,330000.0,0
개별(일반),2호선,을지로4가역,14.9,2022-10-06,2027-11-05,502600.0,0
임대진행,2호선,을지로4가역,14.9,,,,3
네트워크,2호선,을지로4가역,38.0,2023-02-17,2025-02-16,2161008.0,0
개별(일반),2호선,을지로4가역,32.8,2020-11-02,2025-12-02,1466600.0,0
개별(일반),2호선,동대문역사문화공원역,62.2,2021-04-14,2026-05-14,1452000.0,0
네트워크,2호선,동대문역사문화공원역,31.69,2018-11-16,2024-01-14,6039300.0,0
네트워크,2호선,동대문역사문화공원역,32.5,2021-02-01,2026-06-01,11100210.0,0
개별(일반),2호선,동대문역사문화공원역,12.0,2021-01-04,2026-02-03,4310000.0,0
개별(일반),2호선,동대문역사문화공원역,25.7,2022-02-21,2027-03-23,7122000.0,0
개별(일반),2호선,동대문역사문화공원역,45.64,2023-02-06,2028-03-08,9310000.0,0
네트워크,2호선,동대문역사문화공원역,19.5,2022-12-02,2028-04-01,5059793.0,0
개별(일반),2호선,신당역,14.82,2020-12-21,2026-01-20,1100000.0,0
개별(일반),2호선,신당역,11.0,2018-11-06,2023-12-05,850000.0,0
네트워크,2호선,상왕십리역,30.6,2020-12-23,2026-03-23,2666031.0,0
개별(일반),2호선,상왕십리역,37.0,2022-04-08,2027-04-08,5610000.0,0
개별(일반),2호선,상왕십리역,30.0,2021-03-19,2026-04-18,2516600.0,0
개별(일반),2호선,왕십리역,12.35,2017-09-19,2024-10-18,1131400.0,0
개별(일반),2호선,왕십리역,12.35,2018-08-14,2023-09-12,1538900.0,0
개별(일반),2호선,왕십리역,33.68,2020-11-26,2026-01-10,1520000.0,0
복합,2호선,왕십리역,24.5,2022-10-24,2028-02-21,3046749.0,0
복합,2호선,왕십리역,24.5,2022-10-24,2028-02-21,3080508.0,0
복합,2호선,왕십리역,44.43,2022-10-24,2028-02-21,5438598.0,0
복합,2호선,왕십리역,30.06,2022-10-24,2028-02-21,3779545.0,0
복합,2호선,왕십리역,27.65,2022-10-24,2028-02-21,3321200.0,0
개별(일반),2호선,한양대역,46.8,2019-05-21,2024-06-19,418000.0,0
개별(일반),2호선,한양대역,13.9,2020-04-03,2025-05-03,3170000.0,0
개별(일반),2호선,한양대역,18.0,2020-08-03,2025-09-02,3400000.0,0
개별(일반),2호선,한양대역,90.1,2017-11-07,2024-12-06,4912200.0,0
임대진행,2호선,한양대역,20.04,,,,5
임대진행,2호선,뚝섬역,14.23,,,,3
개별(일반),2호선,뚝섬역,31.2,2022-08-08,2027-09-07,4330000.0,0
개별(일반),2호선,뚝섬역,13.0,2020-11-26,2026-01-10,500000.0,0
개별(일반),2호선,뚝섬역,25.17,2022-05-09,2027-06-08,1410000.0,0
개별(일반),2호선,뚝섬역,21.99,2023-03-06,2028-04-05,2259300.0,0
네트워크,2호선,성수역,28.4,2020-12-23,2026-03-23,4012522.0,0
개별(일반),2호선,성수역,23.5,2022-12-21,2028-01-20,1820000.0,0
개별(일반),2호선,성수역,16.28,2022-04-11,2027-05-11,3320000.0,0
개별(일반),2호선,성수역,32.76,2022-02-18,2027-03-20,1700000.0,0
개별(일반),2호선,성수역,27.0,2020-10-30,2025-11-29,2511000.0,0
개별(일반),2호선,성수역,22.8,2018-07-10,2023-08-08,4800000.0,0
개별(일반),2호선,성수역,21.3,2019-11-26,2024-12-25,2702700.0,0
개별(일반),2호선,건대입구역,69.5,2019-06-25,2024-07-24,7512000.0,0
개별(일반),2호선,건대입구역,22.8,2021-10-27,2026-11-26,2978200.0,0
네트워크,2호선,건대입구역,19.5,2022-12-02,2028-04-01,2827656.0,0
개별(일반),2호선,건대입구역,36.04,2022-02-21,2027-03-23,7070000.0,0
개별(일반),2호선,건대입구역,29.5,2019-12-24,2025-01-22,5011000.0,0
네트워크,2호선,건대입구역,29.68,2017-12-29,2025-02-06,6271910.0,0
개별(일반),2호선,건대입구역,36.0,2021-10-28,2026-11-27,10810000.0,0
개별(일반),2호선,건대입구역,35.6,2018-12-25,2024-01-23,6210000.0,0
개별(일반),2호선,건대입구역,23.42,2022-01-13,2027-02-12,5196800.0,0
네트워크,2호선,구의역,23.1,2022-10-21,2028-02-18,2561360.0,0
개별(일반),2호선,구의역,12.08,2020-04-01,2025-05-01,1687000.0,0
네트워크,2호선,구의역,50.46,2020-12-23,2026-03-23,6940535.0,0
개별(일반),2호선,구의역,20.0,2018-04-10,2023-05-09,1023000.0,0
개별(일반),2호선,구의역,27.57,2018-12-21,2024-01-19,1000000.0,0
네트워크,2호선,강변역,36.5,2020-12-23,2026-03-23,8729997.0,0
개별(일반),2호선,강변역,41.0,2022-02-14,2027-02-14,14410000.0,0
개별(대형),2호선,잠실나루역,112.3,2019-04-09,2024-05-08,5500000.0,0
개별(일반),2호선,잠실나루역,27.54,2021-04-12,2026-05-12,4711000.0,0
네트워크,2호선,잠실나루역,48.1,2022-06-09,2027-06-08,6956303.0,0
개별(일반),2호선,잠실나루역,24.8,2021-04-22,2026-05-22,2660000.0,0
개별(일반),2호선,잠실나루역,25.62,2020-11-26,2026-01-10,2100000.0,0
개별(일반),2호선,잠실나루역,24.0,2021-03-15,2026-04-14,2810000.0,0
개별(일반),2호선,잠실나루역,28.6,2021-06-21,2026-07-21,1230000.0,0
개별(대형),2호선,잠실나루역,102.5,2018-12-18,2023-12-17,14311000.0,0
복합,2호선,잠실역,15.5,2023-03-13,2028-08-10,8443578.0,0
개별(일반),2호선,잠실역,21.3,2021-05-24,2026-06-23,9900000.0,0
복합,2호선,잠실역,31.2,2023-03-13,2028-08-10,15142177.0,0
개별(일반),2호선,잠실역,20.82,2022-06-09,2027-07-09,2500000.0,0
임대진행,2호선,잠실역,10.45,,,,3
개별(일반),2호선,잠실역,10.45,2022-05-27,2027-06-26,1630500.0,0
개별(일반),2호선,잠실역,20.9,2021-12-13,2027-01-12,3500000.0,0
개별(일반),2호선,잠실역,20.9,2021-06-01,2026-07-01,3100000.0,0
개별(일반),2호선,잠실역,10.44,2021-05-28,2026-06-27,1750000.0,0
네트워크,2호선,잠실역,10.38,2021-06-03,2026-08-02,4106615.0,0
복합,2호선,잠실역,37.73,2023-03-13,2028-08-10,21202958.0,0
복합,2호선,잠실역,124.91,2023-03-13,2028-08-10,70933119.0,0
복합,2호선,잠실역,34.0,2023-03-13,2028-08-10,19766871.0,0
복합,2호선,잠실역,34.0,2023-03-13,2028-08-10,19405282.0,0
복합,2호선,잠실역,36.0,2023-03-13,2028-08-10,20176064.0,0
네트워크,2호선,잠실역,12.0,2021-02-01,2026-06-01,10072227.0,0
개별(일반),2호선,잠실역,14.2,2021-02-01,2026-03-03,6150000.0,0
개별(일반),2호선,잠실역,14.0,2021-06-01,2026-07-01,8030000.0,0
복합,2호선,잠실역,12.0,2023-03-13,2028-08-10,6929951.0,0
소송상가,2호선,잠실역,40.1,2019-09-17,2024-11-15,10636263.0,0
네트워크,2호선,잠실역,38.0,2021-06-03,2026-08-02,11719878.0,0
네트워크,2호선,잠실새내역,24.65,2022-12-02,2028-04-01,4790715.0,0
개별(일반),2호선,잠실새내역,19.44,2022-11-14,2027-12-14,3410000.0,0
개별(일반),2호선,잠실새내역,19.44,2021-11-11,2026-12-11,3510000.0,0
임대진행,2호선,종합운동장역,65.37,,,,5
개별(일반),2호선,종합운동장역,31.1,2022-11-10,2027-12-10,2572200.0,0
개별(일반),2호선,종합운동장역,71.8,2022-03-04,2027-03-04,7392500.0,0
임대진행,2호선,종합운동장역,25.0,,,,3
네트워크,2호선,종합운동장역,25.0,2023-02-17,2025-02-16,3072420.0,0
임대진행,2호선,종합운동장역,53.2,,,,3
네트워크,2호선,선릉역,38.03,2020-12-23,2026-03-23,11892315.0,0
개별(일반),2호선,선릉역,24.34,2021-02-15,2026-03-17,4440000.0,0
개별(일반),2호선,선릉역,19.48,2020-12-17,2026-01-16,4166600.0,0
네트워크,2호선,선릉역,20.21,2021-06-03,2026-08-02,6496749.0,0
복합,2호선,선릉역,20.0,2022-02-24,2027-04-25,6176760.0,0
복합,2호선,선릉역,34.46,2022-02-24,2027-04-25,10125559.0,0
복합,2호선,선릉역,20.0,2022-02-24,2027-04-25,5876140.0,0
복합,2호선,선릉역,24.1,2022-02-24,2027-04-25,7081430.0,0
복합,2호선,선릉역,18.48,2022-02-24,2027-04-25,5707568.0,0
복합,2호선,선릉역,19.0,2022-02-24,2027-04-25,5582543.0,0
네트워크,2호선,선릉역,13.0,2021-02-01,2026-06-01,3758111.0,0
네트워크,2호선,선릉역,18.3,2022-10-21,2028-02-18,6424161.0,0
네트워크,2호선,선릉역,16.0,2023-02-17,2025-02-16,6821212.0,0
개별(일반),2호선,선릉역,12.0,2020-12-24,2026-01-23,2600000.0,0
개별(일반),2호선,선릉역,16.0,2020-03-02,2025-04-01,4530000.0,0
복합,2호선,역삼역,361.0,2022-01-24,2027-05-24,12452900.0,0
복합,2호선,역삼역,34.02,2022-01-24,2027-05-24,5491922.0,0
네트워크,2호선,역삼역,26.4,2022-12-02,2028-04-01,4879147.0,0
임대진행,2호선,역삼역,22.5,,,,3
네트워크,2호선,역삼역,52.32,2021-06-03,2026-08-02,9584313.0,0
개별(일반),2호선,역삼역,23.18,2021-03-12,2026-04-11,4211300.0,0
소송상가,2호선,역삼역,107.5,2019-09-17,2024-11-15,17245941.0,0
네트워크,2호선,역삼역,21.0,2021-02-01,2026-06-01,2343936.0,0
개별(일반),2호선,역삼역,13.0,2020-11-05,2025-12-05,3810000.0,0
개별(일반),2호선,역삼역,25.8,2022-04-11,2027-05-11,8412000.0,0
개별(일반),2호선,강남역,26.55,2021-07-12,2026-08-11,10000800.0,0
임대진행,2호선,강남역,13.3,,,,4
임대진행,2호선,강남역,26.6,,,,5
네트워크,2호선,강남역,35.5,2020-12-23,2026-03-23,22234458.0,0
소송상가,2호선,강남역,60.97,2019-09-17,2024-11-15,29358258.0,0
네트워크,2호선,강남역,20.3,2021-06-03,2026-08-02,7178586.0,0
네트워크,2호선,교대역,18.6,2021-02-01,2026-06-01,4338960.0,0
개별(일반),2호선,교대역,56.3,2021-01-11,2026-02-10,6683300.0,0
개별(일반),2호선,교대역,11.0,2019-11-20,2024-12-19,621900.0,0
개별(일반),2호선,교대역,18.0,2022-09-01,2027-10-01,2063300.0,0
네트워크,2호선,교대역,29.28,2021-06-03,2026-08-02,2933186.0,0
개별(일반),2호선,교대역,28.05,2022-06-08,2027-06-08,3360000.0,0
개별(일반),2호선,교대역,15.0,2022-11-08,2027-12-08,1833300.0,0
개별(일반),2호선,교대역,15.0,2021-10-26,2026-11-25,11310000.0,0
개별(일반),2호선,서초역,21.82,2023-01-26,2028-02-25,2191600.0,0
네트워크,2호선,서초역,20.6,2021-06-03,2026-08-02,2896848.0,0
개별(일반),2호선,서초역,32.02,2022-10-14,2027-11-13,2910000.0,0
네트워크,2호선,서초역,32.02,2022-06-09,2027-06-08,9933412.0,0
네트워크,2호선,서초역,16.0,2021-11-22,2027-01-21,2409452.0,0
개별(일반),2호선,서초역,17.8,2020-06-22,2025-07-22,2525200.0,0
개별(일반),2호선,서초역,16.0,2019-06-25,2024-07-24,4020000.0,0
네트워크,2호선,방배역,27.0,2020-12-23,2026-03-23,2722601.0,0
개별(일반),2호선,방배역,19.32,2021-10-18,2026-11-17,2150000.0,0
개별(일반),2호선,방배역,17.85,2019-09-22,2024-09-21,1700000.0,0
개별(일반),2호선,방배역,20.43,2022-01-18,2027-02-17,2503000.0,0
개별(일반),2호선,방배역,19.43,2022-12-22,2028-01-21,1266600.0,0
개별(일반),2호선,방배역,18.0,2022-06-17,2027-07-17,740000.0,0
개별(일반),2호선,사당역,65.5,2021-06-03,2026-07-03,15833300.0,0
네트워크,2호선,사당역,57.72,2020-12-23,2026-03-23,26027971.0,0
네트워크,2호선,사당역,20.2,2021-11-22,2027-01-21,5875337.0,0
소송상가,2호선,사당역,137.0,2019-09-17,2024-11-15,28555111.0,0
공실,2호선,사당역,11.45,,,,1
개별(일반),2호선,사당역,26.4,2018-05-09,2023-06-07,12034000.0,0
개별(일반),2호선,사당역,14.96,2020-07-31,2025-08-30,5133000.0,0
네트워크,2호선,사당역,23.0,2021-02-01,2026-06-01,10679418.0,0
개별(일반),2호선,사당역,22.0,2018-09-07,2023-10-06,6020000.0,0
개별(일반),2호선,사당역,25.04,2019-12-24,2025-01-22,5003800.0,0
개별(일반),2호선,사당역,12.84,2023-03-16,2028-04-15,6352500.0,0
개별(일반),2호선,사당역,15.3,2022-06-17,2027-07-17,7070000.0,0
네트워크,2호선,낙성대역,16.7,2021-06-03,2026-08-02,1775349.0,0
개별(일반),2호선,낙성대역,20.94,2020-08-03,2025-09-02,3210000.0,0
공실,2호선,낙성대역,21.28,,,,2
개별(일반),2호선,낙성대역,112.42,2019-11-02,2024-12-31,1010000.0,0
네트워크,2호선,서울대입구역,26.64,2020-12-23,2026-03-23,5906786.0,0
네트워크,2호선,서울대입구역,14.0,2021-02-01,2026-06-01,4484731.0,0
네트워크,2호선,서울대입구역,29.26,2017-12-29,2025-02-06,9325810.0,0
네트워크,2호선,봉천역,27.81,2022-06-20,2027-08-19,3034000.0,0
네트워크,2호선,봉천역,17.61,2018-11-16,2024-01-14,1814100.0,0
네트워크,2호선,신림역,15.0,2021-02-01,2026-06-01,6998323.0,0
개별(일반),2호선,신림역,14.0,2023-03-20,2028-04-19,5115000.0,0
개별(일반),2호선,신림역,16.0,2023-02-06,2028-03-08,9201100.0,0
개별(일반),2호선,신림역,8.0,2021-06-03,2026-07-03,4550000.0,0
개별(일반),2호선,신림역,13.0,2020-12-21,2026-01-20,8520000.0,0
네트워크,2호선,신대방역,27.8,2022-06-09,2027-06-08,4751738.0,0
개별(일반),2호선,신대방역,24.9,2023-03-06,2028-04-05,4046100.0,0
네트워크,2호선,신대방역,240.3,2021-06-03,2026-08-02,18396736.0,0
개별(대형),2호선,구로디지털단지역,103.0,2021-01-18,2026-03-18,17010000.0,0
개별(일반),2호선,구로디지털단지역,29.0,2022-06-17,2027-07-17,13000900.0,0
네트워크,2호선,구로디지털단지역,10.66,2017-12-29,2025-02-06,6803490.0,0
개별(대형),2호선,구로디지털단지역,100.8,2020-08-03,2025-09-02,10230000.0,0
개별(일반),2호선,대림역,15.76,2021-05-26,2026-06-25,4210000.0,0
개별(일반),2호선,대림역,14.93,2022-06-09,2027-07-09,6250000.0,0
개별(일반),2호선,대림역,14.93,2020-09-11,2025-10-11,11100000.0,0
개별(일반),2호선,대림역,14.93,2020-07-29,2025-08-28,6510000.0,0
개별(일반),2호선,대림역,19.47,2020-12-21,2026-01-20,9600000.0,0
네트워크,2호선,대림역,20.0,2022-06-09,2027-06-08,6295008.0,0
공실,2호선,대림역,15.5,,,,1
개별(일반),2호선,대림역,14.0,2022-04-11,2027-05-11,9132000.0,0
개별(일반),2호선,대림역,33.0,2019-11-26,2024-12-25,13030000.0,0
네트워크,2호선,신도림역,24.13,2020-12-23,2026-03-23,6022805.0,0
네트워크,2호선,신도림역,25.0,2022-06-09,2027-06-08,13861339.0,0
개별(일반),2호선,신도림역,34.49,2018-12-28,2024-01-26,7800000.0,0
개별(일반),2호선,신도림역,12.0,2021-08-12,2026-09-11,12085000.0,0
개별(일반),2호선,신도림역,44.6,2021-11-18,2026-12-18,6120000.0,0
네트워크,2호선,신도림역,40.8,2018-11-27,2024-01-25,4424221.0,0
임대진행,2호선,신도림역,44.6,,,,3
개별(일반),2호선,신도림역,22.5,2021-09-03,2026-10-03,3310000.0,0
개별(일반),2호선,신도림역,22.5,2020-02-24,2025-03-25,3269500.0,0
네트워크,2호선,신도림역,27.4,2018-11-16,2024-01-14,4706888.0,0
네트워크,2호선,신도림역,18.8,2022-12-02,2028-04-01,3305847.0,0
소송상가,2호선,신도림역,85.5,2019-09-17,2024-11-15,22737727.0,0
네트워크,2호선,문래역,28.29,2020-12-23,2026-03-23,2660399.0,0
개별(일반),2호선,문래역,17.0,2020-11-26,2025-12-26,4019000.0,0
개별(일반),2호선,문래역,42.0,2020-02-24,2025-03-25,3608800.0,0
개별(일반),2호선,문래역,17.83,2020-11-09,2025-12-09,1180000.0,0
복합,2호선,영등포구청역,19.88,2019-07-15,2024-10-23,23850000.0,0
복합,2호선,영등포구청역,26.01,2019-07-15,2024-10-23,,0
복합,2호선,영등포구청역,24.14,2019-07-15,2024-10-23,,0
복합,2호선,영등포구청역,28.93,2019-07-15,2024-10-23,,0
복합,2호선,영등포구청역,17.13,2019-07-15,2024-10-23,,0
복합,2호선,영등포구청역,29.07,2019-07-15,2024-10-23,,0
개별(일반),2호선,당산역,22.0,2021-04-22,2026-05-22,3130000.0,0
개별(일반),2호선,당산역,26.14,2022-08-08,2027-09-07,8706600.0,0
공실,2호선,당산역,35.64,,,,1
개별(일반),2호선,당산역,25.0,2021-11-25,2026-12-25,2830000.0,0
개별(일반),2호선,당산역,60.04,2019-12-10,2025-01-08,5359000.0,0
개별(일반),2호선,당산역,12.0,2018-04-10,2023-05-09,2810000.0,0
개별(일반),2호선,합정역,30.74,2021-11-18,2026-12-18,5851900.0,0
개별(일반),2호선,합정역,31.41,2020-02-24,2025-03-25,6550000.0,0
개별(일반),2호선,합정역,18.47,2020-11-03,2025-12-03,3710000.0,0
개별(일반),2호선,합정역,17.6,2022-01-28,2027-02-27,11757000.0,0
개별(일반),2호선,합정역,13.65,2021-05-27,2026-06-26,4419000.0,0
개별(일반),2호선,합정역,13.16,2022-07-08,2027-08-07,1750000.0,0
네트워크,2호선,합정역,26.59,2020-12-23,2026-03-23,6781462.0,0
개별(일반),2호선,합정역,13.69,2020-05-27,2025-06-26,3620000.0,0
